Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
2784,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
2791,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
2798,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2905,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3012,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3118,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3225,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3332,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3439,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3546,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3653,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3759,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3866,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3973,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4080,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4187,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4294,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4400,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4507,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4614,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4721,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4828,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5016,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5123,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5229,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5336,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5443,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5550,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5657,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5764,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5870,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5977,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6084,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6191,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6298,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6405,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6511,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6618,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6725,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6832,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6939,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7045,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7152,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7259,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7366,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7473,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7668,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7775,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7882,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7989,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8096,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8202,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8310,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8416,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8523,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
