Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1791,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1798,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1805,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1912,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2069,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2175,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2282,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2389,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2496,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2602,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2709,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2816,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2923,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3030,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3137,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3244,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3350,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3457,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3564,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3671,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3777,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
