Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
2346,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2554,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2761,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2968,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3175,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3382,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3589,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3796,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4003,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4210,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4418,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4625,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4832,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5039,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5246,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5453,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5660,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5867,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6074,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6282,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6489,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6696,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6903,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7110,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7317,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7524,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7731,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7938,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8146,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8353,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8560,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8767,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8974,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
9181,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
9388,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
9595,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
9802,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10010,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10217,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10424,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10631,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10838,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
11045,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
11252,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
11459,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
11666,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
11874,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
12081,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
12288,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
12495,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
12702,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
12909,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
13116,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
13323,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
13530,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
13738,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
13945,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
14152,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
14359,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
