Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1360,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1568,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1775,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1982,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2189,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2396,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2603,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2810,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3017,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3224,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3432,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3639,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3846,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4053,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4260,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4467,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4674,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
4881,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5088,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5296,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5503,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5710,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
5917,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6124,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6331,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6538,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6745,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
6952,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7160,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7367,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7574,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7781,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
7988,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8195,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8402,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8609,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8816,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
9024,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
